,text,polarity,Sentiment
3303,well organised vaccine clinic today thank nh vaccine maidstonehospital pfizerbiontech,0.0,Neutral
3304,latest covidvaccine data update interesting trend available,0.4666666666666666,Positive
3305,second dose pfizer vaccine done pfizercovidvaccine pfizerbiontech,0.0,Neutral
3306,pfizerbiontech vaccine iran,0.0,Neutral
3307,felt sitting anaphylactic monitoring 15min wait party second dose pfizerbiontech,0.0,Neutral
3308,couldnt find gif use one mate mood 88 year old,0.1,Positive
3309,post covid shot day 1 feel like mild hangover otherwise alive awake alert enthusiastic pfizerbiontech covidvaccine,0.3444444444444444,Positive
3310,delighted get first shot pfizerbiontech covid19 vaccine thanks curtis,0.3833333333333333,Positive
3311,second dose pfizerbiontech vaccine no side effect yet vaccination save wor,0.0,Neutral
3312,video dubai book appointment pfizervaccine covid19vaccineqs,0.0,Neutral
3313,received first dose pfizerbiontech vaccine grateful vaccineswork pfizerbiontech,0.25,Positive
3314,guess u state made vaccination number available vaccinetracker,0.4,Positive
3315,greece covid19 vaccine 154 million people pfizerbiontech 427050 january 362700 february 558675 marc,0.0,Neutral
3316,grateful received dos pfizerbiontech covid19vaccine team pictonpcn amaz,0.0,Neutral
3317,course took shitty vid like normal flu jab felt tired 10 min inj,-0.125,Negative
3318,first vaccine covid19 yesterday front line worker thankful nh covidvaccination pfizerbiontech,0.25,Positive
3319,covid19 vaccine rollout underway dont lose hope news pfizerbiontech delay moderna vaccin,0.0,Neutral
3320,side effect socalled cure harmful virus moderna pfizerbiontech,0.0,Neutral
3321,got jabbed today may straight night shift itll worth long run savelives,0.15,Positive
3322,health reminds member state commitment eu vaccine strategy,0.0,Neutral
3323,vaccine laying corner pfizer moderna factory still waiting people die unt,0.0,Neutral
3324,thankfully seem finally tother side post vax response would still get without hesitation,0.0,Neutral
3325,ive read pfizerbiontech modernavaccine great preventing severity not neces,0.8,Positive
3326,dr amal bint saif almaani no change effectiveness pfizerbiontech vaccine due cov,-0.125,Negative
3327,mark historic shift direction country fight covid19 mashablesea thephilippines,0.0,Neutral
3328,johnson amp johnson launch singleshot coronavirus vaccine march 2021 covid19 astrazeneca pfizerbiontech modernavaccine,0.0,Neutral
3329,two care home resident norway reportedly died day taking new pfizerbiontech covid19 vaccine,0.13636363636363635,Positive
3330,approval come country hope inoculate twothirds population year fmtnews,0.0,Neutral
3331,24 hour post first dose pfizerbiontech covidvaccine feel good injection site still mildl,0.475,Positive
3332,phillippines approves pfizerbiontech vaccine becoming third country south east asia approve va,0.225,Positive
3333,well get grocery vaccine coviduk pfizer covidvaccine asdavaccine,0.0,Neutral
3334,breaking news food drug administration fda philippine approves emergency use authorization eua pf,0.0,Neutral
3335,time finish building rest spike protein 22 covidvaccinated pfizerbiontech,0.0,Neutral
3336,grateful job w made eligible receive 1st dose pfizerbiontech covid19 vaccine,0.0,Neutral
3337,thanks vaccine 1amp2 pfizer pfizerbiontech covid19 covidvaccine herdimmunity,0.2,Positive
3338,vaccine actually work brief overview without many technical term,0.125,Positive
3339,time reevaluate data available vaccinationcovid especially pfizerbiontech people not guinea,0.2,Positive
3340,dose 2 board still grateful innovation feeling sad continuing loss life globally hopeful f,-0.25,Negative
3341,important question research seems covid_19 dangerous neurological dise,-0.09999999999999998,Negative
3342,happened nurse tiffany dover tiffany dover nurse collapsed tv event chi memorial ho,0.0,Neutral
3343,suing quebec government unclear trudeau national committee recommendation,0.0,Neutral
3344,13012021 vday vday covidvacccine covid_19 pfizer pfizerbiontech,0.0,Neutral
3345,slight hugely important clarification know pfizerbiontech not data hence ca,0.11666666666666668,Positive
3346,first shot wish could give parent gift pfizerbiontech,0.25,Positive
3347,proud announce january 5th 12th jackson administered 16215 first dos,0.525,Positive
3348,may interaction influenza vaccine covid19 vaccine medication treat cancer,0.0,Neutral
3349,dan albas lack vaccine supply causing difficult choice bcpoli cdnpoli bchealth,-0.5,Negative
3350,uscovid vaccine 2 would thought would taking selfie bandage please,0.0,Neutral
3351,main difference similarity oxfordvaccine pfizerbiontech vaccine,0.16666666666666666,Positive
3352,well well slippery snake country gon na end load half vaccinated citizen ju,-0.16666666666666666,Negative
3353,interesting though group long term care home suing province quebec ar,0.225,Positive
3354,here context strongly recommend covid19 vaccination despite emergency use authorization eua,0.43333333333333335,Positive
3355,answer thisall agree vital vaccine efficient 1,0.1,Positive
3356,slide put together side effect pfizerbiontech covidvaccine,0.0,Neutral
3357,pfizer pfizerbiontech pfe stockstobuy stocktowatch nice moment buy,0.6,Positive
3358,tonight brief vaccinationparty via zoom parent 1st pfizerbiontech jab today,0.0,Neutral
3359,got first pfizerbiontech covid19 vaccine injection today ready no epipen needed no anaphylaxis,0.225,Positive
3360,got pfizer vaccine today covidvaccination covidvaccine covid covid19 pfizerbiontech,0.0,Neutral
3361,great welcome first care home todayhomemade scone yummy team2 covidvaccine pfizervaccine,0.6166666666666667,Positive
3362,vaccine 2 complete super grateful opportunity protect patient,0.21666666666666667,Positive
3363,vaccinating elderly patient thornton cleveleys today everyone grateful nh,0.0,Neutral
3364,impressed professional service qehb covid vaccination hub covidvaccination,0.55,Positive
3365,today got vaccinated vaccinated pfizerbiontech covidvaccination covidvaccines vaccineswork,0.0,Neutral
3366,thanks staff fgh seamless experience didnt even feel covidvaccination pfizerbiontech,0.15000000000000002,Positive
3367,48 hour since second pfizerbiontech vaccine no side effect please get offered,0.0,Neutral
3368,here nice piece explains know two vaccine enjoy fun analogy,0.43333333333333335,Positive
3369,huge sigh relief today receive pfizerbiontech dose 2 igottheshot thankyouscience jhmccovidvaccine,0.39999999999999997,Positive
3370,mum first pfizerbiontech shot kinda relieved kinda not weird place covidvaccination coviduk,0.25,Positive
3371,2nd dose rolling 2021 like queen covidvaccine pfizerbiontech,0.0,Neutral
3372,sovital vaccine efficient please,0.0,Neutral
3373,villa cmo avi lev got vaccine get wecanendthis getvaccinated villa,0.0,Neutral
3374,received part 1 pfizer vaccine today ill never get lost wood thanks new government,-0.05454545454545454,Negative
3375,people often call thing impossible simply never seen pfizerbiontech covid_19 stopcovid,-0.3333333333333333,Negative
3376,world beating laura amp gov fully responsible every single decision either late wron,-0.057142857142857134,Negative
3377,aampe nurse tested positive coronavirus month first vaccine dose day,0.23863636363636365,Positive
3378,got 1st dose pfizerbiontech vaccine,0.0,Neutral
3379,vaccination 1 second vaccinationwaiting get vaccination done get back normali,0.0,Neutral
3380,vaccine refrigerator health minister store 250000 pfizerbiontech jab,0.0,Neutral
3381,watching medtwitter get covidvaccination given lot hope today got experience hope fir,0.0,Neutral
3382,feeling lucky right pfizerbiontech,0.30952380952380953,Positive
3383,journorequest know frontline healthcare worker manchester hospital concernedc,0.0,Neutral
3384,lucky enough receive first dose pfizerbiontech covid vaccine yesterday massive thanks,0.15666666666666665,Positive
3385,human right watch claim iranian authority ban covid19 vaccine made uk france u,0.14285714285714285,Positive
3386,grateful arranging covid vaccine today felt surreal back hospit,0.125,Positive
3387,level second covid vaccine dose complete thanks science vaccineswork pfizerbiontech,0.10000000000000002,Positive
3388,dad taken second dose vaccine today coronavirus pfizer covidvaccination pfizerbiontech vaccine covidvaccine,0.0,Neutral
3389,really like new unofficial portrait doug cdnpoli covidiots pfizerbiontech endthelockdowns,0.16818181818181818,Positive
3390,first dose installation complete next software update 21 day covid19vaccine pfizerbiontech microchip,0.11666666666666665,Positive
3391,48 hour post covidvaccination id none wiser pfizerbiontech,0.0,Neutral
3392,pfizerbiontech moderna comparison two vaccine covid already available czech repub,0.4,Positive
3393,dalle pieghe del web cioè dal bmj escono cose interessanti sulla fase 3 del vaccino,0.0,Neutral
3394,got first dose pfizerbiontech vaccine unfortunately deltoid little shy event,-0.234375,Negative
3395,laboratory test shown pfizerbiontech vaccine effective 16 covid variant including key,0.3,Positive
3396,imho wrong decision withhold 21 day 2nd covidvaccination vaccine dose patient facing sup,-0.25,Negative
3397,thank science first dose covid19vaccine pfizerbiontech,0.25,Positive
3398,got vaccine yesterday happened friend vaccinated fee,0.0,Neutral
3399,thanks including bank staff super fast efficient vaccination programme first jab fine il,0.28,Positive
3400,biology degree amp studied virology amp genetics no one claim 12 wks apart,0.0,Neutral
3401,figure correct unacceptable point not find someone blame correct,0.0,Neutral
3402,correction astrazeneca back uk govts approach extended dosage period covidvaccination today,0.0,Neutral
3403,oh good perhaps theyll time properly ie 21 28 day apart,0.35,Positive
3404,thankful tirrmh second covidvaccination pfizerbiontech 6feet,0.0,Neutral
3405,supposed 2128 day gov want build number people vaccinated,0.0,Neutral
3406,bullshitbingo ugur sahin b stop lying amp telling fairy tale not talke,0.0,Neutral
3407,bullshitbingo ugur sahin b stop lying amp telling fairy tale not talke pfizercovidvaccine,0.0,Neutral
3408,enoughwe need answershave,0.0,Neutral
3409,sadly mum expected 2nd today not getti,-0.19999999999999998,Negative
3410,22 last 20 year far think back not single medicinal compound approved,0.03392857142857143,Positive
3411,enoughwe need answershave pfizerbiontech writtenamp,0.0,Neutral
3412,bad news emerging tonight regarding covid vaccine supply extremely low nearly running ou,-0.19999999999999996,Negative
3413,marketing ploy number exaggerated make gain control profit cause divide thin,-0.45,Negative
3414,might covidvaccinations expire theyre even used supply chain expert sarah schiffling look bottl,0.0,Neutral
3415,139 million people actually first dose vaccine injected arm february 15th,0.25,Positive
3416,expert including turner cited data showing astrazeneca jab 62 efficacy compared 90,0.0,Neutral
3417,seven resident maimonides geriatrics centre côte saintluc received first dose,0.25,Positive
3418,ive done covidvaccine pfizervaccine pfizerbiontech inthistogether,0.0,Neutral
3419,pfizer investigates doctor postvaccine death possible connection covid19 coronavirusupdates,0.0,Neutral
3420,happy receive 1st dose pfizerbiontech vaccine thanks uni quickly offered vaccinatio,0.4444444444444444,Positive
3421,took first dose pfizerbiontech vaccine yesterday also dose hope thing get ba,0.25,Positive
3422,enthusiastic finish great success community vaccination center uk pfizerbiontech,0.39999999999999997,Positive
3424,document relating covid19 vaccine ema allegedly leaked darkweb,-0.1,Negative
3425,finally 2 cancelled appointment boy vaccinated pfizerbiontech,0.0,Neutral
3426,good joan bakewell covidvaccine pfizerbiontech 21daysnot12weeks,0.7,Positive
3427,dear idea person travel abroad 1st jab return back 23 week 2nd jab covidvaccine pfizerbiontech,0.0,Neutral
3428,finally got first dose like also skeptical first got ta trust magic scienc,0.1,Positive
3429,first vaccine dose today grateful small part hopeful better future pfizerbiontech,0.125,Positive
3430,vaccination chronicle 1 dec 16 2020 pfizerbiontech dose 1 sore arm 15 day 2 jan 5 2021 dose 2 mi,0.0,Neutral
3431,might help put strategy place prevent unnecessary loss vunerable p,-0.4,Negative
3432,first vaccine done pain dead arm feeling amp probably feeling crappy day im ok,0.18333333333333335,Positive
3433,pfizerbiontechmade vaccine may effective transmissible covid19uk variant according,0.6,Positive
3434,swearing bible upside crossescovid19 inaugurationday americaortrump coviduk,0.0,Neutral
3435,pfizercovidvaccine failure 12400 people israel tested positive coronavirus,-0.04469696969696969,Negative
3436,jab no 1 done hope everyone soon get amazing feeling hope prepared day feeling ill,0.050000000000000044,Positive
3437,pfizerbiontech cdc probing death florida doctor took covid19 vaccine,0.0,Neutral
3438,one sinopharm pfizerbiontech,0.0,Neutral
3439,nurse refuse inject moderna covidvaccine studied 45 ppl,0.0,Neutral
3440,55 people u died receiving vaccine covid19 according report submitted federal,0.0,Neutral
